,address,name_x,distance_sch,name_y,distance_hawker,name_x,distance_cbd,name_y,distance_mrt
794,121C SENGKANG EAST WAY,NORTH SPRING PRIMARY SCHOOL,0.25680196656961846 km,530209,3.698406848452265 km,city hall mrt,11.877969773107802 km,BAKAU LRT STATION,0.19890528030541862 km
795,229 LOR 8 TOA PAYOH,PEI CHUN PUBLIC SCHOOL,0.4282896202659939 km,310022,0.4421513437703559 km,city hall mrt,5.115447719517851 km,WOODLEIGH MRT STATION,1.293506442652956 km
796,703 HOUGANG AVE 2,HOLY INNOCENTS' PRIMARY SCHOOL,0.5408359540893448 km,530209,0.8073579734107839 km,city hall mrt,9.015298599439108 km,HOUGANG MRT STATION,0.7142932708106704 km
797,46 TELOK BLANGAH DR,BLANGAH RISE PRIMARY SCHOOL,0.5084124673129772 km,100079,0.3094140760138721 km,city hall mrt,5.3044721517654345 km,TELOK BLANGAH MRT STATION,0.10422337762955726 km
798,316 TAMPINES ST 33,NGEE ANN SECONDARY SCHOOL,0.3377359371792492 km,521137,1.5942715723546876 km,city hall mrt,13.361223562622698 km,TAMPINES EAST MRT STATION,0.6121146376000706 km
799,124B RIVERVALE DR,NORTH SPRING PRIMARY SCHOOL,0.13646888808638466 km,530209,3.7490992768838436 km,city hall mrt,11.95229339704134 km,BAKAU LRT STATION,0.2524307765254573 km
800,543 SERANGOON NTH AVE 3,ROSYTH SCHOOL,0.447983058297577 km,557269,1.2410302471132135 km,city hall mrt,9.243801477795778 km,FERNVALE LRT STATION,2.0136847703379375 km
801,580 PASIR RIS ST 53,ELIAS PARK PRIMARY SCHOOL,0.19490520795573238 km,521137,3.2365337954992492 km,city hall mrt,13.840962911948084 km,PASIR RIS MRT STATION,0.3145690055617018 km
802,625 SENJA RD,WEST VIEW PRIMARY SCHOOL,0.2169480239413379 km,600254,5.296852050371274 km,city hall mrt,14.50530751604896 km,SENJA LRT STATION,0.3958396620627069 km
803,26B JLN MEMBINA,ZHANGDE PRIMARY SCHOOL,0.1300896577236828 km,160112,0.34457343169560845 km,city hall mrt,3.1952615654305485 km,TIONG BAHRU MRT STATION,0.3779931448958308 km
804,6 LOR 7 TOA PAYOH,PEI CHUN PUBLIC SCHOOL,0.22328092653706008 km,310210,0.3150642056086518 km,city hall mrt,5.073280520858321 km,BRADDELL MRT STATION,1.1759034065660714 km
805,217 PASIR RIS ST 21,PASIR RIS PRIMARY SCHOOL,0.39782060578075373 km,521137,3.2138430947491967 km,city hall mrt,14.728799839708516 km,PASIR RIS MRT STATION,1.3737021889803418 km
806,86 TELOK BLANGAH HTS,BLANGAH RISE PRIMARY SCHOOL,0.07125720684007582 km,100082,0.3244161933569007 km,city hall mrt,5.219748768558767 km,TELOK BLANGAH MRT STATION,0.6777571976352532 km
807,109 BT BATOK WEST AVE 6,CREST SECONDARY SCHOOL,0.5829687579545714 km,600254,1.015720703076383 km,city hall mrt,13.266409935317386 km,BUKIT BATOK MRT STATION,0.44184848789366793 km
808,460 ANG MO KIO AVE 10,DEYI SECONDARY SCHOOL,0.7328700746842203 km,561453,0.3727139989763835 km,city hall mrt,8.149036336443801 km,ANG MO KIO MRT STATION,1.1366201733819437 km
809,140 BEDOK RESERVOIR RD,TELOK KURAU PRIMARY SCHOOL,0.5051219638130617 km,470630,0.25064348557899896 km,city hall mrt,8.20401629017199 km,BEDOK NORTH MRT STATION,0.5087679546479669 km
810,895A WOODLANDS DR 50,WOODLANDS PRIMARY SCHOOL,0.05356870505966003 km,730021,1.8057146741766639 km,city hall mrt,17.22604951642682 km,WOODLANDS MRT STATION,0.39433172875534817 km
811,661 BUFFALO RD,ST. MARGARET'S PRIMARY SCHOOL,0.5468139935703661 km,210665,0.07938896613759368 km,city hall mrt,1.5473233832550253 km,ROCHOR MRT STATION,0.05560105393917823 km
812,663 JLN DAMAI,TELOK KURAU PRIMARY SCHOOL,0.47949594684302077 km,470630,0.6484023990423644 km,city hall mrt,7.771671546185981 km,KAKI BUKIT MRT STATION,0.037820301293530575 km
813,29 LIM LIAK ST,ZHANGDE PRIMARY SCHOOL,0.5117414699932491 km,168898,0.23768553716771185 km,city hall mrt,2.606495698118687 km,TIONG BAHRU MRT STATION,0.38670270723181815 km
814,604 ANG MO KIO AVE 5,MAYFLOWER PRIMARY SCHOOL,0.4118209326433812 km,560628,0.5322813238509194 km,city hall mrt,9.788365081731747 km,YIO CHU KANG MRT STATION,1.0195775298547545 km
815,104 POTONG PASIR AVE 1,ST. ANDREW'S SECONDARY SCHOOL,0.5170674922775453 km,310022,1.3576563762561398 km,city hall mrt,4.935658475018075 km,POTONG PASIR MRT STATION,0.3275033658787641 km
816,775 PASIR RIS ST 71,TAMPINES MERIDIAN JUNIOR COLLEGE,0.24843153484904887 km,521137,3.283211483591165 km,city hall mrt,13.002409549985995 km,PASIR RIS MRT STATION,1.3522267062080384 km
817,326 BT BATOK ST 33,ST. ANTHONY'S PRIMARY SCHOOL,0.21024996153191922 km,600254,2.4075782451745447 km,city hall mrt,13.94122587306622 km,BUKIT GOMBAK MRT STATION,0.5937856874376377 km
818,589 WOODLANDS DR 16,WOODGROVE SECONDARY SCHOOL,0.12040462507771532 km,730021,2.6719906506505033 km,city hall mrt,16.220081057162588 km,WOODLANDS SOUTH MRT STATION,0.1505967485819265 km
819,20 HOLLAND DR,HENRY PARK PRIMARY SCHOOL,1.1192050061629208 km,270044,0.26871053982907983 km,city hall mrt,6.9890031238731165 km,BUONA VISTA MRT STATION,0.43135787778512324 km
820,636 CHOA CHU KANG NTH 6,YEW TEE PRIMARY SCHOOL,0.235474805439975 km,738937,5.168744886869756 km,city hall mrt,16.31507291591337 km,YEW TEE MRT STATION,0.16948336854456217 km
821,116 PENDING RD,ZHENGHUA PRIMARY SCHOOL,0.27401298538555835 km,588215,4.251170086745627 km,city hall mrt,13.194036294159043 km,PETIR LRT STATION,0.2239468739740729 km
822,485 CHOA CHU KANG AVE 5,CHUA CHU KANG PRIMARY SCHOOL,0.547911473432424 km,600347,3.339381053512503 km,city hall mrt,15.674225690966098 km,SOUTH VIEW LRT STATION,1.0265044756322836 km
823,175 BT BATOK WEST AVE 8,CREST SECONDARY SCHOOL,0.29201916064191125 km,600254,0.48629397765311594 km,city hall mrt,13.653215807720278 km,BUKIT BATOK MRT STATION,0.9692540982595638 km
824,39 JLN TIGA,OPERA ESTATE PRIMARY SCHOOL,0.2447950959922923 km,462208,0.7817738066082209 km,city hall mrt,8.588285568040387 km,BEDOK MRT STATION,0.6822383188897139 km
825,112 JURONG EAST ST 13,FUHUA PRIMARY SCHOOL,0.30081141745038475 km,600254,0.518822354968657 km,city hall mrt,13.965460663234975 km,CHINESE GARDEN MRT STATION,0.4976037932794323 km
826,268C BOON LAY DR,RIVER VALLEY HIGH SCHOOL,0.35645932858165186 km,642221,0.5849833181934166 km,city hall mrt,17.171030952053773 km,BOON LAY MRT STATION,0.9662891353882798 km
827,414 HOUGANG AVE 10,CHIJ OUR LADY OF THE NATIVITY,0.24952204260179064 km,530209,2.0697966881727012 km,city hall mrt,10.270726891675686 km,HOUGANG MRT STATION,0.5682700313513173 km
828,166B TECK WHYE CRES,TECK WHYE PRIMARY SCHOOL,0.055532613343733835 km,600254,4.720309950899174 km,city hall mrt,14.8785287967699 km,KEAT HONG LRT STATION,0.6965341573984917 km
829,36 MOH GUAN TER,ZHANGDE PRIMARY SCHOOL,0.5713647491810806 km,168898,0.1550090936265758 km,city hall mrt,2.557658071660548 km,TIONG BAHRU MRT STATION,0.4704579191732945 km
830,551 CHOA CHU KANG ST 52,DE LA SALLE SCHOOL,0.048850243226383046 km,600347,5.549927926081934 km,city hall mrt,16.557784708749946 km,YEW TEE MRT STATION,0.6042480274038297 km
831,224B COMPASSVALE WALK,SENG KANG SECONDARY SCHOOL,0.18684107897569943 km,530209,3.4788904686153073 km,city hall mrt,11.678442394232817 km,RANGGUNG LRT STATION,0.44663249968417407 km
832,138 LOR AH SOO,METHODIST GIRLS' SCHOOL (SECONDARY),0.11832953118981784 km,530105,0.7087086777446876 km,city hall mrt,7.382391413636396 km,KOVAN MRT STATION,0.9529882453619463 km
833,343 TAMPINES ST 33,EAST SPRING PRIMARY SCHOOL,0.09570599307440476 km,521137,1.9889007681239008 km,city hall mrt,13.742331753482876 km,TAMPINES EAST MRT STATION,0.88042490515771 km
834,221 PENDING RD,BUKIT PANJANG PRIMARY SCHOOL,0.493497939740102 km,588215,3.98197311403842 km,city hall mrt,12.674505506242076 km,PENDING LRT STATION,0.25566592601003324 km
835,401 ADMIRALTY LINK,ENDEAVOUR PRIMARY SCHOOL,0.1824887312310695 km,760105,2.8447273649027025 km,city hall mrt,18.30281172827611 km,SEMBAWANG MRT STATION,0.7453063379695295 km
836,443B FERNVALE RD,FERNVALE PRIMARY SCHOOL,0.1122042657746233 km,560527,2.974624865438138 km,city hall mrt,11.120707951135515 km,FERNVALE LRT STATION,0.2727843882124549 km
837,200 BOON LAY DR,BOON LAY GARDEN PRIMARY SCHOOL,0.15917261782947592 km,642221,0.3542902926136163 km,city hall mrt,16.313369907765836 km,LAKESIDE MRT STATION,0.7125024932166966 km
838,782B WOODLANDS CRES,RIVERSIDE PRIMARY SCHOOL,0.16212871485674263 km,730021,2.923063458534122 km,city hall mrt,17.948679427888326 km,ADMIRALTY MRT STATION,0.8006748902915258 km
839,642 BT BATOK CTRL,BUKIT VIEW SECONDARY SCHOOL,0.36655391381595753 km,600254,1.6699823086595065 km,city hall mrt,12.82499033064521 km,BUKIT BATOK MRT STATION,0.23558305490526887 km
840,178 BT BATOK WEST AVE 8,CREST SECONDARY SCHOOL,0.32452475928932895 km,600254,0.611527042680345 km,city hall mrt,13.575983013117684 km,BUKIT BATOK MRT STATION,0.8441977238884936 km
841,406 TAMPINES ST 41,GONGSHANG PRIMARY SCHOOL,0.3776844855724559 km,521137,1.383519917139454 km,city hall mrt,12.611409952895919 km,TAMPINES MRT STATION,0.4313196801992442 km
842,840 JURONG WEST ST 81,XINGNAN PRIMARY SCHOOL,0.4954695810313569 km,642221,2.3413221734716627 km,city hall mrt,18.739126489600093 km,PIONEER MRT STATION,0.9366495274950102 km
843,440C FERNVALE LINK,PEI HWA SECONDARY SCHOOL,0.24199296016006752 km,557269,3.3875575892578214 km,city hall mrt,11.375729615726298 km,LAYAR LRT STATION,0.2126582580885679 km
844,189 PASIR RIS ST 12,WHITE SANDS PRIMARY SCHOOL,0.20945466509269856 km,521137,2.750960842216924 km,city hall mrt,14.313922605620345 km,TAMPINES EAST MRT STATION,1.1505000892388808 km
845,232 LOR 8 TOA PAYOH,PEI CHUN PUBLIC SCHOOL,0.36328274071384625 km,310022,0.31708551294664594 km,city hall mrt,4.984427064041766 km,POTONG PASIR MRT STATION,1.3258703263333924 km
846,402 TAMPINES ST 41,GONGSHANG PRIMARY SCHOOL,0.4020899780341826 km,521137,1.324147374728079 km,city hall mrt,12.554226056137143 km,TAMPINES MRT STATION,0.37020230086126105 km
847,43 LOR 5 TOA PAYOH,PEI CHUN PUBLIC SCHOOL,0.2143025827874097 km,310075,0.14304169334620756 km,city hall mrt,4.7636697164576205 km,TOA PAYOH MRT STATION,0.8372773559114021 km
848,149 BEDOK RESERVOIR RD,TELOK KURAU PRIMARY SCHOOL,0.5612292142974862 km,470630,0.366676565190481 km,city hall mrt,8.204173750514467 km,KAKI BUKIT MRT STATION,0.49110274917499264 km
849,577 WOODLANDS DR 16,WOODGROVE SECONDARY SCHOOL,0.2975147090351594 km,730021,2.5796467668028553 km,city hall mrt,16.487231053472513 km,WOODLANDS SOUTH MRT STATION,0.5065803100547484 km
850,614B EDGEFIELD PLAINS,PUNGGOL SECONDARY SCHOOL,0.1325382442108318 km,530209,5.532826238398427 km,city hall mrt,13.739104074135653 km,OASIS LRT STATION,0.30225968661511227 km
851,669 HOUGANG AVE 8,XINMIN SECONDARY SCHOOL,0.1471233294179065 km,530209,1.5946428879772954 km,city hall mrt,9.560440908197043 km,HOUGANG MRT STATION,0.9479750993884576 km
852,133 EDGEDALE PLAINS,MEE TOH SCHOOL,0.3001801473108652 km,530209,4.625864051811168 km,city hall mrt,12.795494739770566 km,CORAL EDGE LRT STATION,0.24633427303592084 km
853,404A FERNVALE LANE,FERNVALE PRIMARY SCHOOL,0.2271812894667301 km,560527,2.7580613182400273 km,city hall mrt,10.811417717587824 km,FERNVALE LRT STATION,0.47880649284995846 km
854,728 ANG MO KIO AVE 6,ANDERSON SECONDARY SCHOOL,0.6802484364014871 km,560724,0.10497026617363431 km,city hall mrt,8.845320142696117 km,ANG MO KIO MRT STATION,0.523796593174639 km
855,438A SENGKANG WEST AVE,SENGKANG GREEN PRIMARY SCHOOL,0.2455342656527245 km,560527,3.377716849950775 km,city hall mrt,11.377252680041645 km,FERNVALE LRT STATION,0.15730289704458894 km
856,162 BT BATOK ST 11,BUKIT BATOK SECONDARY SCHOOL,0.14409370644065014 km,600254,0.6543299406757861 km,city hall mrt,13.726424963427306 km,BUKIT BATOK MRT STATION,0.8701470821893008 km
857,120 HOUGANG AVE 1,YUYING SECONDARY SCHOOL,0.42751248356292393 km,530105,0.29929185139508635 km,city hall mrt,7.828349047783409 km,KOVAN MRT STATION,0.6911828842140958 km
858,253 HOUGANG AVE 3,XINGHUA PRIMARY SCHOOL,0.33888753962339074 km,530209,0.7005492924696635 km,city hall mrt,8.66820055940429 km,KOVAN MRT STATION,0.7969223595592162 km
859,139 RIVERVALE ST,NORTH SPRING PRIMARY SCHOOL,0.23408027801559073 km,530209,3.8689157067435707 km,city hall mrt,12.068283339731373 km,BAKAU LRT STATION,0.15162425197959767 km
860,106 BEDOK NTH AVE 4,BEDOK GREEN SECONDARY SCHOOL,0.22921529084142983 km,460085,0.3296202523609664 km,city hall mrt,10.46515220224529 km,BEDOK RESERVOIR MRT STATION,0.5927401290564226 km
861,136 PETIR RD,BUKIT PANJANG PRIMARY SCHOOL,0.1293620791860081 km,588215,3.970534850074844 km,city hall mrt,12.984688856159183 km,PENDING LRT STATION,0.32903774103526906 km
862,328 YISHUN RING RD,HUAMIN PRIMARY SCHOOL,0.33713203061501285 km,760105,1.6766578024006376 km,city hall mrt,15.168494103877523 km,YISHUN MRT STATION,0.8968867448855793 km
863,153A LOR 1 TOA PAYOH,CHIJ SECONDARY (TOA PAYOH),0.25855384844828816 km,310127,0.4822681283439195 km,city hall mrt,4.58256786680771 km,TOA PAYOH MRT STATION,0.2791342621185798 km
864,508B WELLINGTON CIRCLE,WELLINGTON PRIMARY SCHOOL,0.17363054426743482 km,760105,2.4468521808979946 km,city hall mrt,18.005972552791395 km,SEMBAWANG MRT STATION,0.406625362367647 km
865,350 WOODLANDS AVE 3,SI LING PRIMARY SCHOOL,0.4453512133327904 km,730021,1.2410714677296355 km,city hall mrt,17.43408575168641 km,WOODLANDS MRT STATION,0.5757015366652436 km
866,245 JURONG EAST ST 24,YUHUA PRIMARY SCHOOL,0.14513473494858564 km,600254,0.49252239924918534 km,city hall mrt,13.45769432824338 km,JURONG EAST MRT STATION,0.9448305477872624 km
867,491B TAMPINES AVE 9,DUNMAN SECONDARY SCHOOL,0.28809000882447716 km,521137,2.1499614921904646 km,city hall mrt,13.661170334227162 km,TAMPINES EAST MRT STATION,0.6738848525797011 km
868,164 BEDOK STH RD,TEMASEK PRIMARY SCHOOL,0.28777915024040557 km,461058,0.7558392898845838 km,city hall mrt,10.882809059728068 km,TANAH MERAH MRT STATION,0.7824733071079887 km
869,102 JURONG EAST ST 13,FUHUA PRIMARY SCHOOL,0.23969728017639202 km,600254,0.8190755000161606 km,city hall mrt,13.593185017172217 km,JURONG EAST MRT STATION,0.559781489180392 km
870,250 YISHUN AVE 9,NORTHLAND SECONDARY SCHOOL,0.1771483049069855 km,760105,1.5667202130029056 km,city hall mrt,15.814003224023471 km,YISHUN MRT STATION,1.001955163030254 km
871,641 CHOA CHU KANG ST 64,YEW TEE PRIMARY SCHOOL,0.21410728146466176 km,738937,5.023159763555555 km,city hall mrt,16.32635167590971 km,YEW TEE MRT STATION,0.2789489594942472 km
872,532 WOODLANDS DR 14,INNOVA PRIMARY SCHOOL,0.2823003702212008 km,730021,2.2189382862014915 km,city hall mrt,16.65199046869637 km,WOODLANDS SOUTH MRT STATION,0.4251091354745767 km
873,190B RIVERVALE DR,RIVERVALE PRIMARY SCHOOL,0.25661940629622726 km,530209,4.282344240284844 km,city hall mrt,12.488862528609253 km,COMPASSVALE LRT STATION,0.2150722577668864 km
874,259C PUNGGOL FIELD,YUSOF ISHAK SECONDARY SCHOOL,0.27422908613027913 km,530209,5.1381941156647475 km,city hall mrt,13.23849630775856 km,SOO TECK LRT STATION,0.1804338970054649 km
875,641A PUNGGOL DR,WATERWAY PRIMARY SCHOOL,0.18279623956607696 km,530209,5.5596312096959295 km,city hall mrt,13.703424359428203 km,KADALOOR LRT STATION,0.12876113826410612 km
876,898 TAMPINES ST 81,ST. HILDA'S SECONDARY SCHOOL,0.41779010796145993 km,521137,1.1187619311861094 km,city hall mrt,10.942495377630381 km,TAMPINES WEST MRT STATION,0.45080169790080826 km
877,717 WOODLANDS DR 70,ADMIRALTY PRIMARY SCHOOL,0.20927547866520127 km,730021,2.4937335575820163 km,city hall mrt,17.39245070093148 km,ADMIRALTY MRT STATION,0.177793081393318 km
878,943 JURONG WEST ST 91,XINGNAN PRIMARY SCHOOL,0.24080301809758944 km,642221,2.601109510496713 km,city hall mrt,18.96707218429532 km,PIONEER MRT STATION,1.0797091466520041 km
879,340 CLEMENTI AVE 5,PEI TONG PRIMARY SCHOOL,0.39238808715120366 km,120353,0.48848832284710375 km,city hall mrt,9.615749125496535 km,CLEMENTI MRT STATION,0.6739024509375443 km
880,364 BT BATOK ST 31,DAZHONG PRIMARY SCHOOL,0.18945770518937238 km,600254,2.2954196627337318 km,city hall mrt,13.717089044191917 km,BUKIT GOMBAK MRT STATION,0.3573609806686745 km
881,552 HOUGANG ST 51,PUNGGOL PRIMARY SCHOOL,0.4733182859381608 km,530209,2.2328114726373647 km,city hall mrt,10.384345048830953 km,BUANGKOK MRT STATION,0.5434411108208148 km
882,603 ELIAS RD,ELIAS PARK PRIMARY SCHOOL,0.3024729984524137 km,521137,3.4821855807516675 km,city hall mrt,13.746341034056417 km,PASIR RIS MRT STATION,0.7481551055965553 km
883,416 TAMPINES ST 41,TAMPINES NORTH PRIMARY SCHOOL,0.207521293502438 km,521137,1.5547988158467734 km,city hall mrt,12.843637020342307 km,TAMPINES MRT STATION,0.6633307256114466 km
884,113C MCNAIR RD,HONG WEN SCHOOL,0.3161090616450717 km,330029,0.3514158983200935 km,city hall mrt,3.208081731048762 km,BOON KENG MRT STATION,0.22249658849954762 km
885,604 WOODLANDS DR 42,WOODLANDS RING PRIMARY SCHOOL,0.2688425879261708 km,730021,2.2573055341787978 km,city hall mrt,17.128075150907797 km,ADMIRALTY MRT STATION,0.6407286488548993 km
886,512 BEDOK NTH AVE 2,YU NENG PRIMARY SCHOOL,0.3352256980591983 km,460511,0.15707930798478495 km,city hall mrt,9.62518634613603 km,BEDOK RESERVOIR MRT STATION,0.49205284937421234 km
887,839 YISHUN ST 81,PEIYING PRIMARY SCHOOL,0.426589972500679 km,760105,1.8755703349792157 km,city hall mrt,13.744393859553503 km,KHATIB MRT STATION,0.2059643355681847 km
888,284 YISHUN AVE 6,CHONGFU SCHOOL,0.15368644714685545 km,760105,1.4833414932989353 km,city hall mrt,16.30023982123667 km,CANBERRA MRT STATION,1.0832472270471116 km
889,306B PUNGGOL PL,PUNGGOL VIEW PRIMARY SCHOOL,0.09941325935240873 km,530209,5.611781346233919 km,city hall mrt,13.811853483877776 km,DAMAI LRT STATION,0.3180467364051739 km
890,512 WEST COAST DR,TANGLIN SECONDARY SCHOOL,0.2301239375074289 km,120503,0.21020718227978 km,city hall mrt,10.451424177698334 km,CLEMENTI MRT STATION,0.792523388250533 km
891,638A PUNGGOL DR,HORIZON PRIMARY SCHOOL,0.17514596202316934 km,530209,5.556772537672802 km,city hall mrt,13.7304167895313 km,KADALOOR LRT STATION,0.18673381012070134 km
892,686B JURONG WEST CTRL 1,BOON LAY SECONDARY SCHOOL,0.30674228667630676 km,642221,1.0378852328005728 km,city hall mrt,17.344690099856525 km,BOON LAY MRT STATION,0.40973702894757086 km
893,746 WOODLANDS CIRCLE,EVERGREEN SECONDARY SCHOOL,0.17169652526297424 km,730021,2.0189290415465613 km,city hall mrt,17.72473607871126 km,ADMIRALTY MRT STATION,0.6683017180996463 km
894,505 WOODLANDS DR 14,WOODGROVE PRIMARY SCHOOL,0.11773247554684295 km,730021,2.0159657890063696 km,city hall mrt,16.847795719741715 km,WOODLANDS MRT STATION,0.5576686551176412 km
895,109 JURONG EAST ST 13,FUHUA PRIMARY SCHOOL,0.20653639096787252 km,600254,0.6022315577079734 km,city hall mrt,13.922374030010069 km,CHINESE GARDEN MRT STATION,0.5731984431819108 km
896,796 YISHUN RING RD,NAVAL BASE SECONDARY SCHOOL,0.26933943709219044 km,760105,1.4545093535691007 km,city hall mrt,14.178761317290073 km,KHATIB MRT STATION,0.26244402278994694 km
897,348 UBI AVE 1,MANJUSRI SECONDARY SCHOOL,0.19735001571059416 km,402004,0.7656579910887815 km,city hall mrt,6.47728837492537 km,UBI MRT STATION,0.44481750915558405 km
898,637D PUNGGOL DR,HORIZON PRIMARY SCHOOL,0.23560838165903147 km,530209,5.49991395467527 km,city hall mrt,13.662446699862299 km,KADALOOR LRT STATION,0.12535827781484007 km
899,879 WOODLANDS ST 82,EVERGREEN PRIMARY SCHOOL,0.27040193684379793 km,730021,1.6807110489353303 km,city hall mrt,18.097340901892043 km,WOODLANDS NORTH MRT STATION,0.8763944710709715 km
900,752 YISHUN ST 72,JIEMIN PRIMARY SCHOOL,0.40644534746267497 km,760105,0.8257408751358638 km,city hall mrt,14.99288713782841 km,YISHUN MRT STATION,0.2659902017269877 km
901,609 BT PANJANG RING RD,WEST VIEW PRIMARY SCHOOL,0.21674470907131643 km,588215,5.045952607144503 km,city hall mrt,14.158761299270811 km,SENJA LRT STATION,0.04583064108008804 km
902,846 WOODLANDS AVE 4,EVERGREEN PRIMARY SCHOOL,0.13411295781734592 km,730021,1.8258859997448083 km,city hall mrt,17.88787161925375 km,ADMIRALTY MRT STATION,0.8798966348400554 km
903,318B ANCHORVALE LINK,SPRINGDALE PRIMARY SCHOOL,0.1459534646943604 km,530209,3.855056302373351 km,city hall mrt,11.866158797171602 km,FARMWAY LRT STATION,0.3718214580031409 km
904,210 TAMPINES ST 23,NGEE ANN SECONDARY SCHOOL,0.31104725689659724 km,521137,1.4141216339382707 km,city hall mrt,13.15218560604788 km,TAMPINES EAST MRT STATION,0.2491937103002462 km
905,31 BALAM RD,CANOSSA CATHOLIC PRIMARY SCHOOL,0.48795586416140546 km,370080,0.27808953348279797 km,city hall mrt,5.463718978703155 km,MATTAR MRT STATION,0.3934128669676074 km
906,148 GANGSA RD,FAJAR SECONDARY SCHOOL,0.2465671968612175 km,588215,4.1775979516076855 km,city hall mrt,13.290478399896008 km,PETIR LRT STATION,0.2099321372902655 km
907,102 BT PURMEI RD,CHIJ (KELLOCK),0.39846863484307665 km,90036,0.5195919546815373 km,city hall mrt,3.7187030896589093 km,HARBOURFRONT MRT STATION,0.9034932826422506 km
